,MK,Kb,MKH,cont,Ka
AC017048.1,0,0,0,0,0
RP11-586K12.10,0,0,0,0,0
CAPZA3,0,0,0,0.0127423,0.0260363
RP11-586K12.11,0,0,0,0,0
ENSG00000160325,5.53271,5.35694,3.30304,4.43038,3.70601
ENSG00000279782,0,0,0.0312258,0,0
FBXO46,4.91351,5.85418,6.69283,6.23048,8.64718
RPL7P6,0.123337,0.047433,0.128605,0.0792451,0.0609262
RP11-400L8.2,0.216873,0.0838192,0,0.117334,0.0704248
MEF2BNBP1,0,0,0,0,0
ENSG00000134160,0,0,0.0305786,0.00658774,0
AC007191.4,1.09103,1.3246,2.0576,2.29569,3.15191
AC007253.1,0,0,0,0,0
MYO3B,0.0117542,0,0.0148438,0.0188357,0
IAH1,40.7128,41.1522,20.9963,28.1443,22.467
PBX2P1,0.0650459,0,0.0524225,0.0557223,0.0178962
SLC8A1-AS1,0,0,0,0.048886,0.10057
LARP1B,9.17515,7.50941,6.36753,8.21204,8.27689
AC017048.2,0,0,0.0372978,0,0
SPEF1,0.109186,0.104317,0.0758345,0.158461,0.104269
RP11-324L17.1,0.240772,0.387798,0.371685,0.330026,0.371367
RP11-719C20.1,0,0,0,0,0
CYP2C18,0,0,0.0412044,0.0194371,0.026332
LINC01116,10.8394,12.4744,13.3757,11.9326,11.4062
SNRPEP9,0,0,0,0,0
RP11-536C10.1,0,0,0,0,0
ENSG00000278042,0,0,0,0,0
ALS2CL,4.92562,5.86742,1.75636,3.80882,3.39682
LINC01117,1.03592,0.722133,0.762171,0.739259,1.02553
SACS-AS1,0,0,0,0,0.0177681
RP11-289H16.1,0.00566738,0,0,0.00907902,0.0045918
RP11-763B22.11,0,0,0,0,0
RP11-35O15.1,0.172365,0.161655,0,0.0740257,0.0716726
ENSG00000273539,0,0,0,0,0
BHMG1,0.00844178,0.00401331,0.00407095,0.00358683,0.0138822
RP3-365I19.2,0,0,0,0,0
LINC01632,0,0,0,0,0
ENSG00000140093,0,0.00337842,0.00731892,0,0
RP11-1275J23.3,0,0,0,0,0
IGHVII-65-1,0,0,0,0,0
CH17-164J11.1,0,0,0,0,0
FAM196A,0.0182612,0.0494142,0.16032,0.132634,0.1941
IGHV3-66,0,0,0,0,0
LINC00327,0.0408798,0.0260158,0.0985141,0.075915,0.111908
SRGAP2B,3.64256,2.91597,3.72062,3.71616,3.94557
RP11-607P23.1,0,0,0,0,0
PYY3,0,0,0,0,0
ENSG00000277424,0,0,0,0,0
RP5-935K16.2,0.01809,0.0426177,0.0553628,0.00715305,0.00737214
CTC-492K19.4,0.365541,0.343995,0.325384,1.00642,0.653166
GALNT6,6.09071,9.30528,23.9704,14.1017,18.4873
DCAF11,15.367,16.5964,19.9202,20.0435,21.0123
IGHV1-67,0,0,0,0,0
SERTAD3,14.8972,13.7074,14.6443,16.5375,17.7029
PKD1P6-NPIPP1,0.520178,1.1828,0.16755,0.903069,0.90683
SLC20A1P1,0,0,0,0,0
RP11-345F18.1,0,0,0,0,0
IGHVII-67-1,0,0,0,0,0
RP11-223P11.3,1.00173e-113,0.396821,0.0919216,0.0662679,0.0575217
RP11-838N2.5,0,0.0203604,0,0,0.0168682
RP11-148O7.2,0,0,0,0,0
RNPS1,57.838,58.073,55.158,58.3153,61.7867
ENSG00000277219,0,0,0,0,0
IGHVIII-67-2,0,0,0,0,0
CTD-2256P15.2,1.05138,0.99235,0.813553,0.877639,1.113
RP11-72I8.1,0.0277953,0.0313605,0.0190733,0.0260704,0.0339498
CTA-520D8.2,0,0,0,0,0
LINC00352,0,0,0,0,0
GS1-600G8.4,0,0,0,0,0
RP11-553K23.2,0,0.0702359,0.0380397,0,0.0285334
LINC01895,0,0,0,0,0
RP11-319G6.3,0,0,0,0,0.136285
ACTG1P1,0.0441134,0.0107804,0.0337501,0.018905,0.00903116
RBP2,0,0,0,0,0
ADH5,79.9081,81.24,68.6846,74.9774,72.1115
ENSG00000170099,0,0,0,0,0
LINC01203,0.219062,0.120714,0.0631846,0.893031,0
ENSG00000276060,0,0,0,0,0
BUB1,90.5861,87.807,56.7646,62.4633,57.5348
AC006011.4,2.1073,2.84009,0.000349095,2.61149,0.909524
SDHCP1,0,0,0,0,0
GAPDHP47,0,0,0,0,0
RP11-861L17.2,0,0,0,0,0
ST13P15,0.0522941,0.0489004,0.0638536,0.0409739,0.0342435
ENSG00000179889,20.3191,19.9176,15.9224,21.2431,20.7327
POLR2D,19.5329,16.7852,12.5744,15.1537,13.6603
SLC8A1,0,0.000954035,0.00547268,0.00224675,0.00639804
RP11-861L17.3,0,0,0,0,0
RP11-501M7.1,0,0,0,0,0
ENSG00000274112,0,0,0,0,0
ENSG00000237313,0,0,0,0,0
MAMSTR,0.610108,0.484111,0.702513,0.693462,0.792554
SLC9A9-AS1,0,0,0,0,0
RP11-734B5.2,0,0,0,0,0.0403663
RP13-635I23.3,0,0,0,0,0
RBP1,0,0.117733,0,0.0911799,0.161745
ENSG00000225567,0,0,0,0,0
GPX1P1,0.463863,0.12378,0.0632376,0.469901,0.189401
VSIG4,0,0,0,0,0
SLC9A9,0.414263,0.333752,0.431399,0.194538,0.481027
SNHG9,30.1641,17.8452,11.6095,17.8796,15.0055
RP11-1L9.1,0.855577,0.208581,0.098494,0.908941,0.103936
ENSG00000273935,0,0,0,0,0
CNTFR-AS1,0,0,0,0,0
RPL31P59,0,0,0,0,0
ENSG00000228977,0,0,0,0,0
IGHVIII-67-3,0,0,0,0,0
RP11-124L9.6,0,0,0,0,0
RP13-259N13.2,0,0,0,0,0.0492073
RP11-352D13.5,0,0.0937461,0.0347543,0.0230664,0
LINC00331,0,0,0,0,0
RP11-352D13.6,0.16963,0.301182,0.146923,0.198146,0.205717
SFN,66.0477,64.9065,50.833,62.3357,54.1122
RETNLB,0.0411114,0.0348115,0,0,0
BTF3L4P2,0.0843701,0.24873,0.265815,0.0674471,0.273157
ENSG00000276708,0,0,0,0,0
GSTM3P2,0,0.0740605,0,0,0
LINC00838,0,0,0,0,0
IGLJCOR18,0,0,0,0,0
ST6GALNAC4,20.7797,17.3752,10.3422,16.0568,11.9294
TANC1,7.49955,8.0747,4.94365,5.54851,4.30073
RPL23P11,0,0,0,0,0
RPS27AP3,0,0.0792984,0.127733,0.0323768,0.0333816
RP11-313E19.1,0,0,0,0,0
ENSG00000228635,0,0,0,0,0
RP4-621N11.2,0.331308,0.296411,0.292284,0.206095,0.194814
RPS3AP3,0,0,0.152667,0,0.357371
HSPD1P8,0,0,0,0,0
RBL1,19.5408,19.5946,18.5377,17.6564,17.8635
FAM212A,0.723505,0.66199,0.494725,0.622105,0.796564
CTC-261N6.2,0,0,0,0,0
NMNAT3,0.211457,0.644418,0.568985,0.68657,1.34522
ENSG00000277680,0,0,0,0,0
CTD-2299E8.1,0,0,0,0,0
ENSG00000276297,0,0,0,0,0
GPN2,13.7508,11.44,12.1611,11.4775,12.7506
ENSG00000275192,0,0,0,0,0
ENSG00000238070,0,0,0,0,0
AC013442.1,0,0,0,0,0
RPS8P6,0,0,0,0,0
CHL1-AS1,0,0,0,0,0
ENSG00000275396,0,0,0,0,0
RP11-490O24.2,0,0,0,0,0
AKAP4,0,0,0,0,0
AC083939.1,0,0,0,0,0
SLC9A9-AS2,0,0,0,0,0
RNF151,0,0,0,0,0
COX7C,355.414,368.555,365.331,337.186,345.663
MRPL50P1,0,0.0587609,0,0,0
CHL1,0,0.0258265,0,0.0212055,0.00398625
ENSG00000233752,0,0,0,0,0
AC015849.13,0.406953,0.303578,0.58533,0.188132,0.132191
ENSG00000230456,0,0,0,0,0
ENSG00000260025,3.72229,3.62867,1.0877,2.28757,2.69927
FUCA1P1,0.0264261,0.0130933,0,0.0106232,0
RP1-50O24.6,6.04393e-19,2.34207e-25,4.35419e-39,4.42005e-23,8.35143e-26
AC092162.2,0,0,0,0.031774,0
AC092162.1,0.00687157,0.00997907,0.0036804,0.0052905,0.0234347
ENSG00000233687,0,0,0,0,0
JTB,73.3239,62.8179,67.3993,68.4867,74.8998
LINC00554,0,0,0,0,0
TNFRSF19,0.730613,1.17279,1.76067,2.367,3.32024
NDUFA12P1,0,0,0,0,0
AP2B1,54.1692,52.1951,86.1167,64.6646,76.1996
UBL7,19.8131,21.3137,21.5731,20.2085,20.8546
ENSG00000226931,0,0,0,0,0
XXbac-BPGBPG55C20.1,0.0384959,0.0371218,0.0403993,0.0308668,0.094469
AC005363.11,0,0,0.391374,0.857428,0.328058
XXbac-BPGBPG55C20.3,0,0,0,0.0590325,0
XXbac-BPGBPG55C20.2,0.385155,0.401053,0.314227,0.296636,0.342649
ENSG00000279112,0,0,0,0,0
ENSG00000230855,0,0,0,0,0
ENSG00000274746,0,0,0,0,0
RPL12P45,0,0,0,0,0
ENSG00000228698,0,0,0,0,0
ICA1L,2.39345,1.35583,0.416849,0.802225,0.607395
BLVRB,49.8953,50.0804,23.8168,33.6063,26.733
LINC00680,4.30572,3.55172,4.38792,3.36946,3.77517
ODAM,0.206735,0.0443371,0,0,0
ENSG00000277561,0,0,0,0,0.00817855
IGHVIII-67-4,0,0,0,0,0
IGHV1-68,0,0,0,0,0
CTD-2530N21.5,0.0797038,0.0634187,0.0676165,0.238403,0.159239
ALAD,7.02271,7.96525,6.68908,7.10528,6.86896
AES,110.809,108.471,102.839,88.119,103.831
IGHV1-69,0,0,0,0,0
ENSG00000236346,0,0,0,0,0
LINC01079,0,0,0,0,0
IGHV2-70D,0,0,0,0,0
CENPB,32.7959,29.6343,32.135,32.2938,34.8554
CTD-2547E10.3,0.591651,0.142453,0.412812,0.133009,0.492504
RP11-319G6.1,1.09609,0.838685,0.613092,0.840317,0.786479
SNX29P1,0.0511282,0.144959,0.0677387,0.11008,0.111402
TSPY4,0,0,0,0,0
POM121L14P,0,0.00741549,0.0151153,0.0265427,0.0257673
CTD-2547E10.5,0,0,0,0,0
SMG1P2,0.0436585,0.0508944,0.0508507,0.0622879,0.0856893
ENSG00000275951,0,0,0,0,0
RP5-1025A1.2,0,0,0,0,0
GOLGB1,7.21448,7.2235,9.58178,8.37159,10.441
GUSBP4,0.273555,0.292392,0.356912,0.14012,0.538405
FOSL1P1,0.0986497,0,0.0371186,0.0172787,0.0490267
RP11-214O14.1,0.116415,0.0389811,0.0402894,0.0647621,0.0635306
ENSG00000278402,0,0,0,0,0
TRAT1,0,0,0,0.0256398,0
RPSAP15,0.457513,0.178342,0.331637,0.171182,0.205891
LINC02059,0,0,0,0,0
RP4-738P15.1,0.00491563,0.0673898,0,0.00403081,0.00404385
RP11-368N21.5,0.0425534,0.0819562,0.145168,0.0736268,0.138458
TM4SF5,0,0,0,0,0
AC007326.10,0.00693111,0.0033181,0,0.00296785,0.00284447
RP1-138A5.2,0,0,0,0,0
CTC-493L21.2,0,0,0,0,0
BCAR1,45.5407,48.2998,39.2378,39.3078,40.365
SLC7A5P1,0,0,0,0.104355,0
RAP1GAP,0.890936,0.845261,0.119836,0.245239,0.0844111
RP6-43L17.1,0,0,0,0,0
ENSG00000258597,0,0,0.0141923,0,0
RP11-368N21.1,0,0,0,0,0
FBXW4P1,0.143006,0.267579,0.269052,0.211658,0.200413
CA5AP1,0,0,0,0,0
ENSG00000280271,0,0,0,0,0
TP53TG3,0,0,0,0,0
BCR,14.414,13.0997,12.6634,12.3352,14.5315
RP6-43L17.2,0,0,0.0334923,0,0
EHMT2-AS1,0,0.0570546,0,0.0507263,0.249101
RP5-998G20.1,0,0,0,0,0
RP11-140H17.1,0,8.50579999999841e-312,1.4874e-248,0,0
RP11-343C2.10,0.0250702,0,0.0259351,0,0.040813
RP11-290M5.4,0,0,0.215018,0.531154,0.173163
ENSG00000232957,0,0,0,0,0
ENSG00000204371,24.5105,26.0229,20.9171,23.558,30.3557
ENSG00000225452,0,0,0,0,0
CYB5B,74.9711,91.6776,75.3167,80.5383,67.5498
RP11-115L11.1,0.0214894,0,0,0.0177106,0.0873733
FAM200B,28.7132,26.7323,17.996,23.6298,24.4403
IGHV1-69D,0,0,0,0,0
ENSG00000278846,0,0,0,0,0
ENSG00000280811,0,0,0,0,0
ENSG00000228691,0,0,0,0,0
IGHV2-70,0,0,0,0,0
RP11-586K12.8,0,0,0,0,0
IGHV3-71,0,0,0,0,0
ENSG00000276184,0,0,0,0,0
RP11-802O23.4,0.17024,0,0.0891402,0.0702778,0.0688273
SPN,0.536904,0.188285,0.333774,0.110079,0.199344
AMMECR1L,8.29888,7.873,5.67739,7.91815,6.53872
PSAPL1,0.0919088,0.141392,0.0221881,0.0298628,0.00473189
AC007277.3,0,0,0.00840456,0.0110403,0
VMO1,0.0619173,0.0863478,0.0293836,0.0310997,0
SORCS2,17.5804,17.6568,1.71031,9.74162,1.0348
QPRT,0,0.00703493,0,0.0110671,0.00597416
ENSG00000280880,0,0,0,0,0
DNAH9,0.00399397,0,0,0.0373378,0
ZZZ3,33.9972,40.4632,43.6671,32.6719,37.7985
AC012594.1,0,0,0,0.0189951,0
ENSG00000277365,0,0,0,0,0
CTD-2161E19.1,0.0889636,0.0665123,0.114571,0.0186208,0.0724696
ENSG00000275893,0,0,0,0,0
ENSG00000274785,0,0,0,0,0
ENSG00000281542,0,0,0,0,0
ENSG00000280556,0,0,0,0,0
ENSG00000275211,0,0,0,0,0
RPL12P47,0,3.30456,0,0,0
AC009133.22,0,0,0,0,0
ENSG00000274113,0,0,0,0,0
RP11-213N20.1,0,0,0,0,0
PCYT1B-AS1,0,0,0,0,0
RP3-452M16.1,0,0.0406465,0.0222803,0.0326912,0.066805
RP11-480N24.4,0,0,0,0.0769049,0.0782856
PCYT1B,0,0,0,0.00580038,0
AC007326.9,0.0820713,0,0,0.0353473,0
NRK,0,0.0269142,0.00387816,0.23812,0.0209943
CRIP3,0,0.0198992,0,0,0
RP11-420K14.9,0,0,0,0,0
ENSG00000225698,0,0,0.115871,0,0
LINC01812,0.19519,0.398532,0.54537,0.331745,0.525511
WHAMMP3,0.649746,1.0268,0.644764,1.04796,0.48291
AC000095.9,0.0323815,0.020059,0,7.31501e-08,0
DMPK,7.4757,7.67887,7.50834,8.00109,8.56644
DGCR5,2.59022,1.83179,0.26918,0.974044,0.278598
DGCR9,0.110522,0.0352306,0.0258306,0.0598705,0
DGCR10,0,0.0498609,0,0,0
WDSUB1,7.078,7.03431,4.64646,5.64433,4.96066
RPL12P5,0,0,0,0,0
ENSG00000279566,0,0,0,0,0
UBE2CP1,0.0291169,0.0288306,0.115339,0,0.0474393
ENSG00000274684,0,0,0,0,0
RP11-84D1.1,0,0,0,0,0.0165021
RP11-159L20.2,0,0,0,0,0.0449962
RP11-829H16.1,0,0,0,0,0
RUNX3,0,0.00511563,0.0037973,0.0186469,0.00432886
RP11-829H16.2,0.0921454,0.224011,0.0929475,0.262718,0.188381
RP11-72L22.1,0,0.100296,0.101907,0.0855367,0
ENSG00000277092,0,0,0,0,0
LINC01949,0,0.0151399,0,0.0120367,0
MTND2P23,0,0,0,0,0
RP11-436P7.1,0,0,0,0,0
RP11-436P7.2,0,0.0177287,0,0,0
SCFD1,29.9858,35.3778,45.6374,39.8181,36.3735
RP11-480O10.1,0,0,0,0,0
ERBB4,0.00158055,0.00463168,0.0238251,0.017637,0.0114701
PAQR5,12.894,15.5411,6.31794,9.60377,8.17189
AC079112.1,0,0,0,0,0
RP11-480O10.2,0,0,0,0,0
AC005944.2,2.35148,1.75818,1.81646,0.845031,1.20308
SLC22A7,0,0,0,0,0
CA15P1,0.0377425,0,0.0363318,0.0163381,0.0155248
ENSG00000226365,0,0,0,0,0
LLNLF-191E4.2,0,0,0,0,0
RP11-81A22.4,0.31428,0.335923,0.188005,0.457297,0.561101
CCT5P2,0.00831161,0.0160975,0.00877007,0.013135,0.0202588
GLTPD2,0.235351,0,0.231548,0,0.0567093
RP11-510I21.1,0.0219847,0,0,0,0.0178402
RP11-65B23.3,0,0,0,0,0
NIPA2P5,0,0,0,0,0
RP11-14J16.1,0,0,0,0,0
FES,0.0666962,0.121613,0.195475,0.282413,0
HMGB1P4,0.0590076,0.0282495,0,0,0.0716511
BCAS2P3,0,0,0,0,0
DDX18P3,0.00790894,0,0.00844534,0.0061219,0.00643973
ENSG00000230279,0,0,0,0,0
RP11-528A10.1,0,0,0,0.00792066,0.0231262
BCRP8,0,0,0,0,0
ENSG00000276464,0,0,0,0,0
RP1-92C4.1,0,0,0,0,0
RP11-331F4.5,0.691495,0.96931,0.744663,0.917613,0.826207
RP11-753E22.3,0,0,0,0,0
RP11-331F4.4,0.10803,0.236137,0.144228,0.120322,0.0590042
PSMB6,146.188,140.297,124.499,148.097,132.308
RP4-603I14.3,0,0,0.387123,0.0733116,0
RP11-253M7.1,0.532529,0.544391,0.451672,0.818574,0.326101
CHL1-AS2,0,0,0,0,0
ANGPTL3,0.0593896,0.107496,0.0137449,0.110885,0.0631999
BCAM,6.25113,7.67423,1.89824,4.57695,3.59479
RP11-253M7.6,0,0.0279292,0,0,0.0728456
RP1-92C4.2,0,0,0,0,0
LINC01336,0,0,0,0,0.0436081
ARL3,11.6196,6.2607,5.78445,6.5795,6.51215
GTF3A,70.6087,83.0437,58.0154,52.916,54.7559
LINC00659,0.038855,0,0.186188,0.0647076,0
RPL21P127,0,0,0,0,0
BST1,0.840171,0.698557,0.756439,0.647741,1.00551
KIF23,54.0338,56.6078,39.5876,45.5172,44.7942
RBMXL2,0,0.0102541,0.0103328,0,0.0187778
RP11-536C10.10,0.0653788,0.0104741,0.0344641,0.0338386,0.0178176
CYP4F34P,0,0,0,0,0
ELOVL4,0,0,0,0,0
UBTD1,20.1656,17.5917,16.3572,13.8392,14.2648
ENSG00000281486,0,0,0,0,0
RP11-536C10.9,0,0,0,0,0
PLK1,51.1525,48.811,41.2631,48.9702,44.7288
RP5-849H19.3,0.0499369,0.0631716,0.0415661,0.0292479,0.0302055
AC010907.5,0,0,0,0,0
GAPDHP48,0,0,0,0,0
NF1P10,0,0,0,0,0
RP11-74E22.6,0.0789772,0.0778548,0,0.268925,0.194605
RP5-1180D12.1,1.32964,1.24584,4.71627,2.2257,3.02551
DCDC2C,0,0,0,0,0
CTD-2194M22.1,0,0,0,0,0
SNX18P26,0,0,0,0,0
CRACR2A,1.33858,1.88003,5.69161,3.56748,3.54697
PCNX4,88.2864,84.665,92.5863,88.1275,121.785
LINC00328-2P,0,0,0,0,0
RP11-408E1.1,0,0,0,0,0
ENSG00000103415,28.649,28.4874,20.8171,27.9649,27.2176
PRDM2,3.6485,3.68363,5.2209,4.15199,4.98339
ALLC,0,0,0,0,0
RPS2P28,0.259576,0.314897,0.195431,0.330858,0.335731
DOCK7,16.467,15.9653,15.9191,15.6903,17.2808
RP11-3G21.1,0,0,0,0,0
CYR61,68.6397,69.0099,64.5338,72.6008,68.4119
ZNF318,7.82383,6.33911,5.20299,6.02611,7.11462
SGCZ,0,0,0,0,0
RP11-977G19.14,4.14788e-138,4.09716e-172,2.22662e-39,3.26504e-18,0.063963
OGFR,29.9048,34.2829,42.7341,36.0352,35.23
ENSG00000273526,0,0,0,0,0
FITM1,0.0601886,0.0679339,0.220851,0.308779,0.0539099
COQ10A,7.36798,6.52948,10.1385,8.44731,9.7216
ENSG00000276779,0,0,0,0,0
EIF4EP5,0,0,0,0.0578719,0.0909338
CTD-2023J5.1,0,0,0,0,0
RP11-776K3.1,0,0,0,0,0
ENSG00000197249,6.57325,12.0721,22.1204,11.3908,3.18698
PCK2,5.90915,8.10374,6.06842,7.49938,6.21691
AKR1C5P,0,0,0,0,0
AC010980.2,0.319751,0.565633,0.208935,0.137552,0.135878
RP11-348B17.1,0,0,0,0,0
CTD-2017C7.3,0.0868581,0.0681186,0.0183705,0.0136917,0.0139483
MTCO1P46,0,0,0,0,0
RP11-78I14.1,0.0295425,0.120839,0.0930271,0.0775891,0.0245599
CTD-2017C7.2,0,0.0381779,0,0.0333203,0
ENSG00000281082,0,0,0,0,0
KRTAP15-1,0,0,0,0,0
ENSG00000150938,92.6049,78.6412,40.4921,69.5948,45.1886
RP4-738P15.4,0.0237472,0.02314,0,0.0193525,0.0587323
RP11-384O8.1,0.34215,0.456259,0.139855,0.273109,0.284757
ENSG00000277926,0,0,0,0,0
RP1-149M18.3,0,0,0,0,0
CPXCR1,0,0.0110118,0,0,0
RHOXF1P1,0,0,0,0,0
RP1-149M18.4,0,0,0,0,0
MTIF3,27.6064,27.0611,30.0385,26.5521,28.4322
PPP2R5C,79.5529,76.6546,67.929,73.1974,73.992
OR52A5,0,0,0,0,0
RP1-249C1.1,0,0,0,0,0
MRPL3,45.1284,45.0071,43.172,44.7223,45.0186
RP11-137D19.1,0,0,0,0,0
CDC34,36.2345,35.1606,33.1655,35.7758,40.2992
ENSG00000230341,0,0,0,0,0
RP13-324D24.1,0,0,0,0,0
CTD-2196E14.5,0.23218,0.147765,0.173317,0.328563,0.145649
CTD-2385L22.1,0,0,0,0,0
RP11-290M5.2,0,0,0.115848,0,0
SRIP2,0.675377,0,0,0,0
ERN2,0,0.0850655,0.157485,0.0375369,0.0784202
RP13-348B13.2,0,0,0,0,0
KRT8P15,0.031657,0,0,0,0
AC098831.4,0,0,0.0703443,0.0487786,0.154699
QARS,93.19,88.0099,75.7819,83.8491,71.4898
ENSG00000172058,0,0,0,0.0238864,0
ENSG00000277560,0,0,0,0,0
RP4-640E24.1,0,0,0,0,0
OGFR-AS1,1.96159e-09,0.0501975,0.15628,0.0222574,0.17183
ENSG00000278079,0,0,0,0,0
NMNAT1P2,0,0,0,0,0
MRGBP,24.6953,30.1631,27.7159,27.1147,25.6878
FBXL5,43.7103,39.0994,39.7921,44.3365,47.0748
RP11-749I16.3,0.0358373,0.103212,0.0998533,0.0656038,0.0731272
LINC01402,0,0,0,0,0
SFR1P1,0,0,0,0.0242724,0
SCOCP1,0.243705,0.0773239,0.244396,0.129511,0.26825
RHOXF2,0,0,0,0,0
SH2D3A,5.35327,9.51103,4.18808,7.86769,4.00897
ALDH1L1-AS2,0,0.0565439,0.00748344,0.018739,0.0185912
HMGB3P6,0.0585503,0,0.127179,0.0617093,0.0156862
RNASE10,0,0,0.0215843,0,0
DHRS7,13.6398,14.007,9.21789,9.86481,10.3552
RNF112,0.27856,0.23455,0.125707,0.211051,0.280672
RP11-324J3.1,0,0,0,0,0
ARNTL,3.2262,3.70262,6.13343,4.30348,5.95595
RHOXF1,0,0,0,0,0
PTCD2P1,0,0,0,0,0
SETP1,0,0,0,0,0
GAPDHP63,0.218344,0.21566,0.3582,0.248911,0.247137
KRTAP19-1,0,0,0,0,0
FOXP4-AS1,10.284,5.70821,3.12058,4.94118,2.42471
LA16c-380H5.6,0.17249,0.443182,0.116922,0.190544,0.141415
ALDH1L1,0.537041,0.554954,1.09901,0.435242,0.4258
AKR1C8P,0.0366089,0,0,0.00562651,0
KRTAP19-2,0,0,0,0,0
RHOXF2B,0,0,0,0,0
RPL35AP18,0,0,0,0,0
RP11-371I20.2,0.0212314,0.0170239,0.00727512,0.00846591,0.0230747
FAM197Y8,0,0,0,0,0
KRTAP19-3,0,0,0,0,0
RP11-1180F24.1,0,0,0,0,0
TOB2P1,1.27807,0.934075,1.43084,1.01218,1.84357
FOXP4,21.4953,17.8851,13.3813,20.7963,21.2607
ANKRD31,0.0201537,0.0296284,0.0176867,0.0177398,0.0301925
RHOXF1-AS1,0.0292792,0.0416716,0.0529687,0.152905,0.14607
DBX1,0,0,0,0,0
FEZ2,34.2067,30.7099,37.3155,36.4087,37.5516
AC138649.1,0,0,0,0,0
NKAPP1,0.310873,0.277806,0.250383,0.730374,0.518668
PDCD6IPP1,0.0475053,0.0455592,0.0697104,0.037217,0.0569625
RPL30P15,0,0,0,0,0
EEF1A1P30,0,0.0339928,0,0.00918296,0
MYL6P3,0,0,0,0,0
RP11-586K12.7,0,0,0,0,0
EGFL6,0,0.00651402,0,0,0
SUMO2P5,0,0,0,0,0
ABHD17AP7,0,0,0,0,0
NHLRC3,7.6316,8.38251,8.41243,8.14844,7.85639
RP11-252C24.2,0,0,0,0,0
RP11-1096G20.5,0,0,0,1.19435e-251,0
ZNF18,0.938876,0.877497,0.819105,0.832704,1.1995
BOD1P1,0,0.0966957,0,0.0420346,0
CTB-187M2.2,4.72109e-132,0.0339687,0,0,8.52085e-08
RP11-428G2.1,0,0,0,0,0
XRCC5,128.671,123.595,139.123,130.667,145.155
TGIF1,38.6121,35.2807,30.2655,35.3388,31.8492
MSL1,29.6185,29.4964,24.5938,28.9016,27.8945
ENSG00000281624,0,0,0,0,0
ENSG00000230957,0,0,0,0,0
RP11-964E11.2,0,0,0,0,0
ENSG00000276126,0,0,0,0,0
FAM197Y7,0,0,0,0,0
RP11-81F13.1,0,0,0,0,0
SDHB,64.5229,60.0209,56.6539,58.7129,57.0443
CTD-2196E14.8,0,0.0414269,0,0,0.0698334
DPPA3P2,0,0,0,0,0
CTSL3P,0,0,0,0,0
RP11-536C10.26,0.0672453,0.0107914,0.0354343,0.0261465,0.00914526
RPL29P3,0.0388137,0,0,0,0.0635535
PHKBP2,0,0,0,0,0
TSPY8,0,0,0,0,0
SYT9,0.00720665,0,0.0443391,0.00347006,0.00346616
RNF144B,2.01719,1.78948,4.11612,3.10468,5.36113
NKX2-1,0,0,0,1.89995e-07,0
ENSG00000228377,0,0,0,0,0
ANKRD2,0.0891069,0.183122,0.06943,0.0976506,0.0321327
LA16c-380H5.3,0,0,0,0.101388,0.160365
RP11-680G24.6,0.143418,0.232816,0.405377,0.343769,0.350464
ENSG00000262473,0,0,0,0,0
RP11-84D1.2,0,0,0,0,0
LINC00514,0.0244886,0.0241601,0.0267274,0.0305949,0.0433764
RP5-872K7.7,0,0,0,0,0
RP11-628O18.1,0,0,0,3.47929e-80,0
CDC25B,32.0134,31.4049,33.843,34.7376,34.3937
RPS15AP1,0.520989,0.445039,0.998081,0.473538,0.80894
KIZ-AS1,0.0127362,0.0411489,0.0267258,0.0151982,0.0103695
CTD-2616J11.2,0.322424,0.0249496,0.309989,0.0935888,0.0858433
CTD-2616J11.3,0.0777289,0.0403399,0,0.0360496,0.103013
OLFML1,0,0.0387313,0,0,0.0178982
C1D,16.3719,14.8985,11.0582,14.5079,12.6748
SLC25A21,3.55994e-08,0.0757074,0.825916,0.276028,0.324199
TSPY7P,0,0,0,0,0
RP11-313E19.2,0,0,0.100172,0.127927,0.0782254
SIGLEC10,0.0267212,0.0460526,0.0631114,0.08104,0.0637816
RP11-26F2.2,0,0,0,0,0
VEGFC,19.1355,9.41189,23.7558,17.1357,20.7653
KIZ,3.2123,3.13613,3.72514,3.91265,4.4322
NRL,0.207699,0.525016,0.819298,0.521291,0.682062
KRTAP19-4,0,0,0,0,0
ENSG00000273510,0,0,0,0,0
RP4-598P13.1,0,0,0,0,0
CTD-2516F10.2,0,0.0140001,0.00429695,0,0
KRTAP19-5,0,0,0,0,0
SGIP1,0,0,0.0063687,0,0.103483
KRTAP19-9P,0,0,0,0,0
KRTAP19-10P,0,0,0,0,0
ENSG00000277781,0,0,0,0,0
AP000567.27,0,0,0,0,0
CFAP221,0.0796611,0,0,0.00365396,0
KRTAP19-11P,0,0,0,0,0
AC012513.4,0.0755517,0.118751,0.237464,0.0289237,0.152807
SLC25A21-AS1,0.207435,0.421129,0.58192,0.711607,0.767607
RP11-138E16.1,0,0,0,0,0
ANKRD20A9P,0,0.00471393,0,0,0
POLHP1,0.09553,0.0458907,0.248599,0.0759841,0.233433
KRTAP19-6,0,0,0,0,0
EID1,79.0869,76.4316,62.584,73.2266,68.2361
NKX2-1-AS1,0,0,0,0.00902995,0
ELL,4.58184,4.41259,4.95553,4.7146,5.56288
NKX2-8,0,0,0.11929,0.0254224,0.159104
RP11-468E2.6,0.0590366,0.0917433,7.02357e-105,0.0233307,0.0901769
RHOT1P3,0.0612271,0,0,0,0
